step,GS_21441737_queue,GS_21441737_wait_time,GS_25954547_queue,GS_25954547_wait_time,GS_26752062_queue,GS_26752062_wait_time,GS_26753059_queue,GS_26753059_wait_time,GS_659394041_queue,GS_659394041_wait_time,cluster_262476527_26871569_311718989_3836987635_#3more_queue,cluster_262476527_26871569_311718989_3836987635_#3more_wait_time
359,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,89.0
360,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,23.0
361,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,4.0
362,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,6.0
363,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,8.0
364,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,10.0
365,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,3,12.0
366,0,0.0,0,0.0,1,2.0,0,0.0,0,0.0,4,14.0
367,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,16.0
368,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,18.0
369,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,12.0
370,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,13.0
371,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,14.0
372,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,15.0
373,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,16.0
374,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,17.0
375,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,18.0
376,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,19.0
377,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,20.0
378,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,2,21.0
379,1,2.0,0,0.0,0,0.0,0,0.0,0,0.0,2,22.0
380,1,3.0,0,0.0,0,0.0,0,0.0,0,0.0,2,23.0
381,1,4.0,0,0.0,0,0.0,0,0.0,0,0.0,2,24.0
382,1,5.0,0,0.0,0,0.0,0,0.0,0,0.0,2,25.0
383,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,27.0
384,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,29.0
385,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,31.0
386,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,33.0
387,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,35.0
388,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,6.0
389,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
390,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0
391,0,0.0,0,0.0,0,0.0,0,0.0,1,2.0,0,0.0
392,0,0.0,0,0.0,0,0.0,0,0.0,2,4.0,1,1.0
393,0,0.0,0,0.0,0,0.0,0,0.0,3,6.0,1,2.0
394,0,0.0,0,0.0,0,0.0,0,0.0,4,8.0,1,3.0
395,0,0.0,0,0.0,0,0.0,0,0.0,4,10.0,1,4.0
396,0,0.0,0,0.0,0,0.0,0,0.0,4,12.0,1,5.0
397,0,0.0,0,0.0,0,0.0,0,0.0,2,6.0,1,6.0
398,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,7.0
399,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,8.0
400,0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,1,9.0
401,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,10.0
402,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,11.0
403,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,13.0
404,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,15.0
405,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,17.0
406,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,19.0
407,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,3,21.0
408,0,0.0,0,0.0,0,0.0,0,0.0,1,2.0,3,23.0
409,0,0.0,0,0.0,0,0.0,0,0.0,1,3.0,1,7.0
410,0,0.0,0,0.0,0,0.0,0,0.0,1,4.0,0,0.0
411,0,0.0,0,0.0,0,0.0,0,0.0,1,5.0,0,0.0
412,0,0.0,0,0.0,0,0.0,0,0.0,1,6.0,0,0.0
413,0,0.0,0,0.0,0,0.0,0,0.0,1,7.0,0,0.0
414,1,1.0,0,0.0,0,0.0,0,0.0,1,8.0,0,0.0
415,1,2.0,0,0.0,0,0.0,0,0.0,1,9.0,0,0.0
416,1,3.0,0,0.0,0,0.0,0,0.0,2,11.0,0,0.0
417,1,4.0,0,0.0,0,0.0,0,0.0,2,13.0,0,0.0
418,2,6.0,0,0.0,0,0.0,0,0.0,2,15.0,0,0.0
419,2,8.0,0,0.0,0,0.0,0,0.0,2,17.0,0,0.0
420,0,0.0,0,0.0,0,0.0,0,0.0,1,5.0,0,0.0
421,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
422,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
423,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0
424,0,0.0,0,0.0,0,0.0,0,0.0,1,2.0,0,0.0
425,0,0.0,0,0.0,0,0.0,0,0.0,1,3.0,0,0.0
426,0,0.0,0,0.0,0,0.0,0,0.0,2,5.0,1,1.0
427,0,0.0,0,0.0,0,0.0,0,0.0,2,7.0,1,2.0
428,0,0.0,0,0.0,0,0.0,0,0.0,1,3.0,1,3.0
429,1,1.0,1,0.0,0,0.0,0,0.0,0,0.0,1,4.0
430,1,2.0,0,0.0,0,0.0,0,0.0,0,0.0,3,6.0
431,1,3.0,0,0.0,0,0.0,0,0.0,0,0.0,3,8.0
432,1,4.0,0,0.0,0,0.0,0,0.0,1,1.0,3,10.0
433,1,5.0,0,0.0,0,0.0,1,1.0,1,2.0,3,12.0
434,1,6.0,0,0.0,0,0.0,1,2.0,1,3.0,3,14.0
435,2,8.0,0,0.0,0,0.0,2,4.0,1,4.0,3,16.0
436,2,10.0,0,0.0,0,0.0,2,6.0,2,6.0,1,7.0
437,2,12.0,0,0.0,0,0.0,2,8.0,2,8.0,1,8.0
438,2,14.0,0,0.0,0,0.0,2,10.0,2,10.0,1,9.0
439,2,16.0,0,0.0,0,0.0,2,12.0,2,12.0,1,10.0
440,2,18.0,1,1.0,0,0.0,2,14.0,2,14.0,1,11.0
441,2,20.0,1,2.0,0,0.0,2,16.0,2,16.0,1,12.0
442,2,22.0,1,3.0,0,0.0,2,18.0,2,18.0,1,13.0
443,2,24.0,1,4.0,0,0.0,1,9.0,2,20.0,1,14.0
444,2,26.0,1,5.0,0,0.0,0,0.0,1,9.0,1,15.0
445,2,28.0,1,1.0,0,0.0,0,0.0,0,0.0,3,17.0
446,2,30.0,0,0.0,0,0.0,1,1.0,0,0.0,3,19.0
447,2,32.0,0,0.0,0,0.0,1,2.0,0,0.0,3,21.0
448,0,0.0,0,0.0,0,0.0,1,3.0,0,0.0,3,23.0
449,0,0.0,0,0.0,0,0.0,1,4.0,0,0.0,3,25.0
450,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,21.0
451,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,22.0
452,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,23.0
453,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,2,24.0
454,0,0.0,0,0.0,0,0.0,0,0.0,1,2.0,2,25.0
455,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,26.0
456,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,29.0
457,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,32.0
458,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,5,35.0
459,0,0.0,0,0.0,0,0.0,1,2.0,0,0.0,5,38.0
460,0,0.0,0,0.0,0,0.0,1,3.0,0,0.0,5,41.0
461,0,0.0,0,0.0,0,0.0,1,4.0,0,0.0,5,44.0
462,0,0.0,0,0.0,0,0.0,1,5.0,0,0.0,5,47.0
463,0,0.0,0,0.0,0,0.0,1,6.0,0,0.0,6,50.0
464,0,0.0,0,0.0,0,0.0,1,7.0,0,0.0,6,53.0
465,0,0.0,0,0.0,0,0.0,1,8.0,0,0.0,6,56.0
466,0,0.0,0,0.0,0,0.0,1,9.0,0,0.0,6,59.0
467,0,0.0,0,0.0,0,0.0,2,11.0,0,0.0,1,12.0
468,0,0.0,0,0.0,0,0.0,2,13.0,0,0.0,2,13.0
469,0,0.0,0,0.0,0,0.0,2,15.0,0,0.0,2,14.0
470,0,0.0,0,0.0,0,0.0,1,4.0,1,1.0,3,15.0
471,1,1.0,0,0.0,0,0.0,0,0.0,1,2.0,3,16.0
472,0,0.0,0,0.0,0,0.0,0,0.0,1,3.0,3,17.0
473,0,0.0,0,0.0,0,0.0,0,0.0,1,4.0,3,18.0
474,0,0.0,0,0.0,0,0.0,0,0.0,1,5.0,3,19.0
475,0,0.0,0,0.0,0,0.0,0,0.0,1,6.0,4,21.0
476,0,0.0,0,0.0,0,0.0,0,0.0,2,7.0,5,24.0
477,0,0.0,0,0.0,0,0.0,0,0.0,2,8.0,6,28.0
478,0,0.0,0,0.0,0,0.0,0,0.0,2,9.0,6,32.0
479,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8,37.0
480,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,40.0
481,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,44.0
482,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,48.0
483,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,52.0
484,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,56.0
485,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,7,60.0
486,1,2.0,0,0.0,0,0.0,0,0.0,0,0.0,7,64.0
487,1,3.0,0,0.0,0,0.0,0,0.0,0,0.0,7,68.0
488,1,4.0,0,0.0,0,0.0,0,0.0,0,0.0,8,73.0
489,1,5.0,0,0.0,0,0.0,0,0.0,0,0.0,8,78.0
490,1,6.0,0,0.0,0,0.0,0,0.0,0,0.0,8,83.0
491,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8,88.0
492,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8,93.0
493,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8,98.0
494,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8,103.0
495,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8,108.0
496,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8,113.0
497,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8,118.0
498,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,9,123.0
499,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,59.0
500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,37.0
501,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,14.0
502,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
503,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
504,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
505,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
506,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
507,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
508,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
509,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
510,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
511,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0
512,0,0.0,0,0.0,0,0.0,1,2.0,0,0.0,0,0.0
513,0,0.0,0,0.0,0,0.0,1,3.0,0,0.0,0,0.0
514,0,0.0,0,0.0,0,0.0,1,4.0,1,1.0,0,0.0
515,0,0.0,0,0.0,0,0.0,0,0.0,1,2.0,0,0.0
516,0,0.0,0,0.0,0,0.0,0,0.0,2,4.0,0,0.0
517,0,0.0,0,0.0,0,0.0,0,0.0,3,7.0,2,2.0
518,0,0.0,0,0.0,0,0.0,0,0.0,2,5.0,2,4.0
519,0,0.0,0,0.0,0,0.0,0,0.0,1,3.0,2,6.0
520,0,0.0,0,0.0,0,0.0,1,1.0,1,0.0,2,8.0
521,0,0.0,0,0.0,0,0.0,1,2.0,0,0.0,3,10.0
522,0,0.0,0,0.0,0,0.0,1,3.0,0,0.0,3,12.0
523,0,0.0,0,0.0,0,0.0,1,4.0,0,0.0,3,14.0
524,0,0.0,0,0.0,0,0.0,1,5.0,0,0.0,0,0.0
525,0,0.0,0,0.0,0,0.0,1,6.0,1,1.0,0,0.0
526,0,0.0,0,0.0,0,0.0,2,8.0,1,2.0,0,0.0
527,0,0.0,0,0.0,0,0.0,2,10.0,1,3.0,0,0.0
528,0,0.0,0,0.0,0,0.0,2,12.0,1,4.0,0,0.0
529,0,0.0,0,0.0,0,0.0,2,14.0,1,5.0,0,0.0
530,1,1.0,0,0.0,0,0.0,2,16.0,1,6.0,0,0.0
531,0,0.0,0,0.0,0,0.0,0,0.0,1,7.0,0,0.0
532,0,0.0,0,0.0,0,0.0,0,0.0,1,8.0,0,0.0
533,0,0.0,0,0.0,0,0.0,0,0.0,1,9.0,1,1.0
534,0,0.0,0,0.0,0,0.0,0,0.0,1,10.0,1,2.0
535,0,0.0,0,0.0,0,0.0,0,0.0,1,11.0,1,3.0
536,0,0.0,0,0.0,0,0.0,0,0.0,1,12.0,1,4.0
537,0,0.0,0,0.0,0,0.0,0,0.0,1,13.0,1,5.0
538,0,0.0,0,0.0,0,0.0,0,0.0,1,14.0,1,6.0
539,0,0.0,0,0.0,0,0.0,0,0.0,1,15.0,1,7.0
540,0,0.0,0,0.0,0,0.0,0,0.0,1,16.0,1,8.0
541,0,0.0,0,0.0,0,0.0,0,0.0,1,17.0,1,9.0
542,0,0.0,0,0.0,0,0.0,0,0.0,1,18.0,1,10.0
543,0,0.0,0,0.0,0,0.0,0,0.0,1,19.0,1,11.0
544,0,0.0,0,0.0,0,0.0,0,0.0,1,20.0,1,12.0
545,0,0.0,0,0.0,0,0.0,0,0.0,1,21.0,1,13.0
546,0,0.0,0,0.0,0,0.0,1,1.0,1,22.0,1,14.0
547,0,0.0,0,0.0,0,0.0,0,0.0,1,23.0,1,15.0
548,0,0.0,0,0.0,0,0.0,0,0.0,2,25.0,2,17.0
549,0,0.0,0,0.0,0,0.0,1,1.0,2,27.0,2,19.0
550,0,0.0,0,0.0,0,0.0,1,2.0,2,29.0,3,22.0
551,0,0.0,0,0.0,0,0.0,1,3.0,1,4.0,3,25.0
552,0,0.0,0,0.0,0,0.0,1,4.0,1,5.0,3,28.0
553,0,0.0,0,0.0,0,0.0,1,5.0,1,6.0,3,31.0
554,0,0.0,0,0.0,0,0.0,1,6.0,1,7.0,3,34.0
555,0,0.0,0,0.0,0,0.0,1,7.0,1,8.0,3,37.0
556,0,0.0,0,0.0,0,0.0,1,8.0,1,9.0,4,40.0
557,0,0.0,0,0.0,0,0.0,1,9.0,1,10.0,3,43.0
558,0,0.0,0,0.0,0,0.0,1,10.0,1,11.0,3,46.0
559,0,0.0,0,0.0,0,0.0,1,11.0,0,0.0,3,49.0
560,0,0.0,0,0.0,0,0.0,1,12.0,0,0.0,1,11.0
561,0,0.0,0,0.0,0,0.0,1,13.0,0,0.0,1,12.0
562,0,0.0,0,0.0,0,0.0,1,14.0,0,0.0,1,13.0
563,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,14.0
564,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,15.0
565,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,16.0
566,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,17.0
567,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,18.0
568,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,19.0
569,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,20.0
570,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
571,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
572,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0
573,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,1,2.0
574,1,2.0,0,0.0,0,0.0,0,0.0,0,0.0,1,3.0
575,1,3.0,0,0.0,0,0.0,0,0.0,0,0.0,1,4.0
576,1,4.0,0,0.0,0,0.0,0,0.0,0,0.0,1,5.0
577,2,6.0,0,0.0,0,0.0,0,0.0,0,0.0,1,6.0
578,2,8.0,0,0.0,0,0.0,0,0.0,0,0.0,1,7.0
579,2,10.0,0,0.0,0,0.0,0,0.0,0,0.0,1,8.0
580,2,12.0,0,0.0,0,0.0,0,0.0,0,0.0,1,9.0
581,2,14.0,0,0.0,0,0.0,0,0.0,0,0.0,1,10.0
582,2,16.0,0,0.0,0,0.0,0,0.0,0,0.0,1,11.0
583,1,7.0,0,0.0,0,0.0,0,0.0,0,0.0,1,12.0
584,1,8.0,0,0.0,0,0.0,0,0.0,0,0.0,2,13.0
585,1,9.0,0,0.0,0,0.0,0,0.0,0,0.0,3,15.0
586,1,10.0,0,0.0,0,0.0,0,0.0,0,0.0,3,17.0
587,1,11.0,0,0.0,0,0.0,0,0.0,0,0.0,4,19.0
588,1,12.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
589,1,13.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0
590,1,14.0,0,0.0,0,0.0,0,0.0,0,0.0,2,3.0
591,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,5.0
592,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,7.0
593,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,9.0
594,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,11.0
595,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,13.0
596,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,15.0
597,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,17.0
598,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,19.0
599,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,21.0
600,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,23.0
601,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,25.0
602,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,27.0
603,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,2,29.0
604,0,0.0,0,0.0,1,2.0,0,0.0,0,0.0,3,31.0
605,0,0.0,0,0.0,1,3.0,0,0.0,0,0.0,2,33.0
606,0,0.0,0,0.0,1,4.0,0,0.0,0,0.0,2,35.0
607,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,37.0
608,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,39.0
609,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,42.0
610,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,45.0
611,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,48.0
612,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,52.0
613,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,57.0
614,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,62.0
615,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,67.0
616,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,72.0
617,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,42.0
618,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,16.0
619,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,7.0
620,0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0,0.0
621,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
622,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
623,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
624,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
625,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
626,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0
627,0,0.0,0,0.0,0,0.0,0,0.0,1,2.0,0,0.0
628,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
629,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
630,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
631,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
632,1,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
633,1,3.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
634,1,4.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
635,1,5.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
636,1,6.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
637,1,7.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
638,1,8.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0
639,1,9.0,0,0.0,0,0.0,1,1.0,0,0.0,1,2.0
640,1,10.0,0,0.0,0,0.0,1,2.0,0,0.0,1,3.0
641,1,11.0,0,0.0,0,0.0,1,3.0,0,0.0,2,5.0
642,1,12.0,0,0.0,0,0.0,1,4.0,0,0.0,2,7.0
643,1,13.0,0,0.0,0,0.0,1,5.0,0,0.0,2,9.0
644,1,14.0,0,0.0,0,0.0,1,6.0,0,0.0,1,7.0
645,0,0.0,0,0.0,0,0.0,1,7.0,0,0.0,1,8.0
646,0,0.0,0,0.0,0,0.0,1,8.0,0,0.0,1,9.0
647,0,0.0,0,0.0,0,0.0,1,9.0,0,0.0,1,10.0
648,0,0.0,0,0.0,0,0.0,1,10.0,0,0.0,1,11.0
649,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,12.0
650,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,13.0
651,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,14.0
652,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,15.0
653,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,16.0
654,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,17.0
655,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,18.0
656,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,19.0
657,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,20.0
658,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,1,21.0
659,1,2.0,0,0.0,0,0.0,0,0.0,0,0.0,1,22.0
660,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,23.0
661,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,24.0
662,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,25.0
663,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,26.0
664,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,27.0
665,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,1,28.0
666,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,29.0
667,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,1,30.0
668,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,31.0
669,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,32.0
670,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.0
671,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,34.0
672,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,2,36.0
673,0,0.0,0,0.0,0,0.0,1,2.0,0,0.0,2,38.0
674,0,0.0,0,0.0,0,0.0,1,3.0,0,0.0,2,40.0
675,0,0.0,0,0.0,0,0.0,1,4.0,0,0.0,2,42.0
676,0,0.0,0,0.0,0,0.0,1,5.0,0,0.0,1,5.0
677,0,0.0,0,0.0,0,0.0,1,6.0,0,0.0,1,6.0
678,0,0.0,0,0.0,0,0.0,2,8.0,0,0.0,1,7.0
679,0,0.0,0,0.0,0,0.0,3,11.0,0,0.0,1,8.0
680,0,0.0,0,0.0,0,0.0,3,14.0,0,0.0,1,9.0
681,0,0.0,0,0.0,0,0.0,1,3.0,0,0.0,1,10.0
682,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,11.0
683,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,12.0
684,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,13.0
685,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,14.0
686,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,15.0
687,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,1,16.0
688,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,17.0
689,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,18.0
690,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,19.0
691,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,20.0
692,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,21.0
693,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,1,22.0
694,0,0.0,0,0.0,1,1.0,1,2.0,0,0.0,1,23.0
695,0,0.0,0,0.0,1,2.0,1,3.0,0,0.0,1,24.0
696,0,0.0,0,0.0,1,3.0,2,4.0,0,0.0,2,25.0
697,0,0.0,0,0.0,1,4.0,0,0.0,0,0.0,2,26.0
698,0,0.0,0,0.0,1,5.0,0,0.0,0,0.0,3,28.0
699,0,0.0,1,0.0,1,6.0,0,0.0,0,0.0,3,30.0
700,0,0.0,0,0.0,1,7.0,0,0.0,0,0.0,3,32.0
701,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,34.0
702,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,37.0
703,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,41.0
704,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,45.0
705,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,49.0
706,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,53.0
707,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,57.0
708,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,61.0
709,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,20.0
710,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,1,13.0
711,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,14.0
712,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,15.0
713,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,16.0
714,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,17.0
715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,19.0
716,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,21.0
717,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,23.0
718,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,4,25.0
719,1,2.0,0,0.0,0,0.0,0,0.0,0,0.0,4,27.0
720,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,29.0
721,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,31.0
